name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating
Castlevania: Lords of Shadow 2	PS3	2014	Action	Konami Digital Entertainment	30000	120000	20000	30000	6.3	55	7.8	528	Mercury Steam	M
Way of the Samurai 4	PS3	2011	Action	Nippon Ichi Software	0	30000	160000	10000	5.8	25	6.5	15	Acquire	M
The Hobbit	GBA	2003	Platform	Vivendi Games	140000	50000	0	0	6.7	6	9.2	17	Saffire	E
The King of Fighters XI	PS2	2006	Fighting	Ignition Entertainment	70000	60000	40000	20000	7.5	30	8.5	15	SNK Playmore	T
Tom Clancy's Splinter Cell: Essentials	PSP	2006	Shooter	Ubisoft	170000	10000	0	20000	5.8	37	7.5	39	Ubisoft	M
Major League Baseball 2K12	PS3	2012	Sports	Take-Two Interactive	180000	0	0	20000	6.8	8	4.4	5	Visual Concepts	E
Family Guy	PSP	2006	Action	Take-Two Interactive	180000	0	0	20000	5.1	14	6.3	15	High Voltage Software	M
Sniper Elite	PS2	2005	Shooter	Ubisoft	100000	70000	0	20000	7.6	21	8.9	36	Rebellion	M
Harry Potter and the Goblet of Fire	PSP	2005	Action	Electronic Arts	170000	0	0	20000	7	13	7.4	16	Electronic Arts	E10+
Breath of Fire II	GBA	2001	Role-Playing	Ubisoft	140000	50000	0	0	8.1	16	8.8	16	Capcom	E
UFC Personal Trainer: The Ultimate Fitness System	PS3	2011	Sports	THQ	80000	80000	0	30000	6.5	8	2.4	5	THQ	E
Ice Age 2: The Meltdown	GC	2006	Platform	Vivendi Games	150000	40000	0	10000	6.7	9	NA	NA	Vivendi Games	E10+
Conan	X360	2007	Action	THQ	160000	20000	0	10000	6.9	49	7.3	67	Nihilistic	M
Petz Pony: Beauty Pageant	DS	2009	Simulation	Ubisoft	180000	0	0	10000	NA	NA	NA	NA	HotGen	E
Rune Factory: Tides of Destiny	Weii	2011	Role-Playing	Marvelous Interactive	130000	0	60000	10000	NA	NA	7	11	Neverland	E10+
No More Heroes: Heroes' Paradise	PS3	2010	Action	Konami Digital Entertainment	100000	40000	40000	20000	7.2	38	7.3	38	FeelPlus	M
Aliens vs Predator	PC	2010	Shooter	Sega	0	170000	0	20000	6.8	35	7.4	985	Rebellion	M
Captain America: Super Soldier	PS3	2011	Action	Sega	100000	60000	0	30000	6.1	34	7.3	40	Next Level Games	T
Manhunt	XB	2004	Action	Take-Two Interactive	140000	40000	0	10000	7.4	37	7.9	19	Rockstar North	M
NCAA Final Four 2003	PS2	2002	Sports	Sony Computer Entertainment	90000	70000	0	20000	5.7	16	6	4	989 Sports	E
Dynasty Warriors: Gundam 2	X360	2008	Action	Namco Bandai Games	70000	30000	80000	10000	4.9	30	7	18	Omega Force	T
Dream Salon	DS	2009	Misc	Zoo Digital Publishing	180000	0	0	10000	NA	NA	NA	NA	Zoo Games	E
Bound By Flame	PS4	2014	Role-Playing	Focus Home Interactive	80000	90000	0	30000	5.3	40	5.9	230	Spiders	M
Spectrobes: Origins	Weii	2009	Role-Playing	Disney Interactive Studios	160000	20000	0	10000	7.1	22	8.4	16	Genki	E10+
Just Dance: Greatest Hits	Weii	2012	Misc	Ubisoft	140000	40000	0	10000	NA	NA	NA	NA	Ubisoft	E10+
DanceMasters	X360	2010	Misc	Konami Digital Entertainment	150000	20000	20000	10000	6.3	30	5.9	7	GCP1	E10+
Breath of Fire: Dragon Quarter	PS2	2002	Role-Playing	Capcom	90000	70000	0	20000	7.8	28	6.9	35	Capcom	T
Shiren the Wanderer	Weii	2008	Role-Playing	Sega	80000	0	110000	10000	7.1	21	7.6	5	ChunSoft	T
LEGO Marvel's Avengers	3DS	2016	Action	Warner Bros. Interactive Entertainment	70000	90000	10000	10000	6	4	7.1	15	TT Games	E10+
Just Dance 2016	PS3	2015	Misc	Ubisoft	100000	60000	0	30000	NA	NA	4.2	6	Ubisoft	E10+
Spore Hero Arena	DS	2009	Simulation	Electronic Arts	180000	0	0	10000	4.9	11	2.6	8	Full Fat	E
Disney's Magical Mirror Starring Mickey Mouse	GC	2002	Adventure	Ninti	150000	40000	0	10000	5	9	8.9	10	Capcom	E
Enchanted Arms	X360	2006	Role-Playing	Ubisoft	160000	20000	0	20000	6.9	54	6.9	60	From Software	T
Are You Smarter Than a 5th Grader? Back to School	Weii	2010	Misc	Ninti	180000	0	0	10000	NA	NA	NA	NA	THQ	E
Conflict: Denied Ops	X360	2008	Shooter	Eidos Interactive	80000	90000	0	20000	5.2	35	4.9	22	Pivotal Games	M
Mafia III	PC	2016	Action	Take-Two Interactive	80000	100000	0	20000	6.3	29	3.2	881	Hangar 13	M
IHRA Professional Drag Racing 2005	PS2	2004	Racing	Bethesda Softworks	90000	70000	0	20000	NA	NA	NA	NA	Bethesda Softworks	E
Mace Griffin: Bounty Hunter	PS2	2003	Shooter	Electronic Arts	90000	70000	0	20000	6.2	19	8.3	7	Warthog	M
Legacy of Kain: Defiance	XB	2003	Action	Eidos Interactive	140000	40000	0	10000	7.4	30	7.9	21	Crystal Dynamics	M
Final Fantasy XI	X360	2006	Role-Playing	Square Enix	170000	10000	0	10000	6.6	25	6.5	33	Square Enix	T
Scene It? Twilight	DS	2010	Misc	Konami Digital Entertainment	110000	60000	0	20000	NA	NA	NA	NA	Konami	T
Trivial Pursuit unhinged	PS2	2004	Misc	Atari	90000	70000	0	20000	5.1	11	NA	NA	Artech Studios	T
Peter Jackson's King Kong: The Official Game of the Movie	PSP	2005	Action	Ubisoft	160000	10000	0	20000	5.6	10	6.4	22	Phoenix Games Studio	T
Fighter Within	XOne	2013	Fighting	Ubisoft	110000	70000	0	20000	2.3	39	3	211	Ubisoft	T
Aliens versus Predator: Extinction	PS2	2003	Strategy	Electronic Arts	90000	70000	0	20000	6.6	17	8.4	30	Zono Inc.	T
Shrek: Forever After	PS3	2010	Platform	Activision	160000	20000	0	20000	5.7	11	4.5	6	Xpec	E10+
Silent Scope 2: Dark Silhouette	PS2	2001	Shooter	Konami Digital Entertainment	90000	70000	0	20000	6.4	17	NA	NA	KCET	M
The Spiderwick Chronicles	Weii	2008	Action	Vivendi Games	170000	0	0	10000	6.2	13	NA	NA	Stormfront Studios	E10+
Dave Mirra Freestyle BMX 2	GBA	2001	Sports	Acclaim Entertainment	140000	50000	0	0	8.5	7	NA	NA	Full-Fat	E
X-Men Origins: Wolverine	PSP	2009	Action	Activision	130000	30000	0	30000	6	6	7.5	12	Griptonite Games	T
NHL Hitz Pro	PS2	2003	Sports	Midway Games	90000	70000	0	20000	7.9	23	8.9	13	Next Level Games	E
Marvel Super Hero Squad: Comic Combat	PS3	2011	Action	THQ	110000	50000	0	30000	NA	NA	NA	NA	THQ	E10+
Space Invaders Extreme 2	DS	2009	Shooter	Square Enix	170000	10000	0	10000	8.2	38	7.1	8	Taito Corporation	E
Need for Speed: The Run	3DS	2011	Action	Electronic Arts	90000	90000	0	20000	6.5	9	6	26	Firebrand Games	E10+
Supreme Commander 2	PC	2010	Strategy	Square Enix	0	150000	0	40000	7.7	54	6.2	803	Gas Powered Games	E10+
Quantum Theory	PS3	2010	Shooter	Tecmo Koei	50000	90000	20000	30000	4.3	34	5.3	21	Tecmo	M
Dawn of Discovery	Weii	2009	Simulation	Ubisoft	120000	60000	0	20000	8.1	24	8.5	15	Keen Games	E10+
Guitar Hero Live	WeiiU	2015	Misc	Activision	120000	50000	0	20000	8.4	4	6.1	36	"Activision, FreeStyleGames"	T
SNK Arcade Classics Vol. 1	PS2	2008	Misc	Ignition Entertainment	90000	70000	0	20000	6.9	16	NA	NA	SNK Playmore	T
Frequency	PS2	2001	Misc	Sony Computer Entertainment	90000	70000	0	20000	8.3	26	9	29	Harmonix Music Systems	E
The Polar Express	GBA	2004	Adventure	THQ	140000	50000	0	0	NA	NA	NA	NA	Tantalus Interactive	E
Dynasty Warriors 8: Empires	PS4	2014	Action	Tecmo Koei	60000	70000	30000	30000	6.3	30	7.5	42	Omega Force	T
2002 FIFA World Cup	XB	2002	Sports	Electronic Arts	140000	40000	0	10000	7.9	17	9	4	Software Creations	E
SpongeBob SquigglePants 3D	3DS	2011	Misc	THQ	130000	50000	0	20000	6.4	8	6	8	WayForward	E
Frogger's Adventures 2: The Lost Wand	GBA	2002	Adventure	Konami Digital Entertainment	140000	50000	0	0	7.5	4	NA	NA	Konami	E
Sudeki	XB	2004	Role-Playing	Microsoft Game Studios	140000	40000	0	10000	7.2	75	8.4	49	Climax Group	M
Majin and the Forsaken Kingdom	X360	2010	Adventure	Namco Bandai Games	140000	30000	0	10000	7.4	46	8.1	24	Game Republic	T
Silent Hill HD Collection	X360	2012	Action	Konami Digital Entertainment	110000	60000	10000	20000	6.9	17	5.6	98	Konami	M
Arc Rise Fantasia	Weii	2009	Role-Playing	Marvelous Interactive	120000	0	60000	10000	6.4	26	7.8	43	"Image Epoch, Imageepoch"	T
Hot Wheels: Track Attack	Weii	2010	Racing	THQ	140000	30000	0	10000	NA	NA	NA	NA	Firebrand Games	E
South Park: The Stick of Truth	PC	2014	Role-Playing	Ubisoft	70000	100000	0	10000	8.5	48	8.6	1739	Obsidian Entertainment	M
Teenage Mutant Ninja Turtles 2: Battle Nexus	GC	2004	Action	Konami Digital Entertainment	150000	40000	0	10000	4.9	16	4.6	7	Konami	T
Barbie Horse Adventures: Riding Camp	PS2	2008	Sports	Activision	90000	70000	0	20000	NA	NA	NA	NA	Pixel Tales	E
MLB 12: The Show	PSV	2012	Sports	Sony Computer Entertainment	170000	0	0	20000	7.6	15	7.8	42	SCEA San Diego Studios	E
God Eater Resurrection	PSV	2015	Action	Namco Bandai Games	0	0	190000	0	NA	NA	8.8	17	"Shift, Bandai Namco Games"	T
SSX Tricky	GBA	2002	Sports	Electronic Arts	140000	50000	0	0	6.6	9	NA	NA	Visual Impact	E
NBA 2K11	PC	2010	Action	Take-Two Interactive	180000	0	0	10000	8.2	6	8.6	37	Visual Concepts	E
WWE All Stars	Weii	2011	Fighting	THQ	100000	70000	0	20000	6.8	11	7	8	THQ	T
Naruto: Ninja Destiny	DS	2006	Fighting	Namco Bandai Games	20000	10000	160000	0	6.1	22	4.4	10	Takara Tomy	T
FaceBreaker	X360	2008	Fighting	Electronic Arts	150000	20000	0	20000	5.4	57	6.3	19	EA Canada	T
Spider-Man: Shattered Dimensions	DS	2010	Action	Activision	170000	10000	0	10000	7.3	13	7	6	Griptonite Games	E10+
Conflict: Global Terror	PS2	2005	Shooter	Eidos Interactive	90000	70000	0	20000	6.2	15	8.5	10	Pivotal Games	M
Dante's Inferno	PSP	2010	Action	Electronic Arts	120000	30000	10000	20000	7	14	8.1	46	"Artificial Mind and Movement, EA Redwood Shores"	M
Injustice: Gods Among Us	WeiiU	2013	Fighting	Warner Bros. Interactive Entertainment	90000	80000	0	20000	8.2	5	7.9	112	NetherRealm Studios	T
NASCAR Unleashed	3DS	2011	Racing	Activision	180000	0	0	10000	NA	NA	NA	NA	Firebrand Games	E
Tomb Raider: Underworld	DS	2008	Action	Eidos Interactive	150000	20000	0	10000	7	9	8.4	10	Santa Cruz Games	T
Death Jr.	PSP	2005	Platform	Konami Digital Entertainment	170000	0	0	10000	6.1	40	7.3	21	Backbone Entertainment	T
Boogie	PS2	2007	Misc	Electronic Arts	90000	70000	0	20000	5.2	12	NA	NA	"Pipeworks Software, Inc."	E10+
Phantasy Star Universe	PS2	2006	Role-Playing	Sega	0	0	190000	0	6.8	18	8.5	23	Sonic Team	T
Gungrave	PS2	2002	Shooter	Activision	90000	70000	0	20000	6.5	28	8.6	16	Seta Corporation	M
Transworld Surf	PS2	2002	Sports	Atari	90000	70000	0	20000	7.6	15	8.5	6	Rockstar San Diego	T
Tenchu: Fatal Shadows	PS2	2004	Action	Sega	90000	70000	0	20000	5.8	33	8	24	K2 LLC	M
50 Cent: Blood on the Sand	PS3	2009	Shooter	THQ	100000	60000	10000	30000	7.2	37	7.2	57	Swordfish Studios	M
Metro: Last Light	PC	2013	Action	Deep Silver	60000	110000	0	20000	8.2	71	8.6	2654	4A Games	M
Evolve	PC	2015	Shooter	Take-Two Interactive	80000	100000	0	20000	7.7	39	4.3	969	Turtle Rock Studios	M
FIFA 14	PSP	2013	Sports	Electronic Arts	0	150000	0	40000	NA	NA	3.4	23	EA Canada	E
Resident Evil: Revelations	WeiiU	2013	Action	Capcom	70000	70000	30000	10000	8	19	7.5	146	Capcom	M
Namco Museum Megamix	Weii	2010	Misc	Namco Bandai Games	170000	0	0	10000	5.3	12	NA	NA	Namco Bandai Games	E
Chaotic: Shadow Warriors	Weii	2009	Action	Activision	180000	0	0	10000	NA	NA	NA	NA	FUN Labs	E10+
The Legend of Spyro: A New Beginning	GC	2006	Platform	Vivendi Games	150000	40000	0	10000	6.7	13	7.3	11	Krome Studios	E10+
Armored Core: For Answer	PS3	2008	Simulation	Ubisoft	60000	20000	100000	10000	6.2	22	7.6	31	From Software	T
Harry Potter and the Prisoner of Azkaban	XB	2004	Action	Electronic Arts	140000	40000	0	10000	6.7	23	8.8	10	EA Games	E
Where's Waldo? The Fantastic Journey	Weii	2009	Adventure	Ubisoft	170000	0	0	10000	NA	NA	NA	NA	Classic Media Distribution Limited	E
Monsters vs. Aliens	PS2	2009	Action	Activision	110000	0	0	80000	6.4	4	NA	NA	Beenox	E10+
Street Fighter X Tekken	PSV	2012	Fighting	Capcom	100000	40000	10000	30000	7.9	25	7.5	66	Capcom	T
The Legend of Heroes: Trails of Cold Steel II	PSV	2014	Role-Playing	Nippon Ichi Software	20000	20000	130000	10000	8	23	7.3	73	Falcom	T
Rise of the Kasai	PS2	2005	Action	Sony Computer Entertainment	90000	70000	0	20000	6.8	37	8	5	BottleRocket Entertainment	M
Risen	X360	2009	Role-Playing	Deep Silver	70000	110000	0	10000	6	37	6.4	77	Piranha Bytes	M
Nostalgia	DS	2008	Role-Playing	Tecmo Koei	160000	0	20000	10000	7.2	36	7.6	19	Matrix Software	E10+
Dynasty Warriors Gundam	X360	2007	Action	Namco Bandai Games	150000	10000	20000	10000	5.5	34	6.8	20	"Koei, Omega Force"	T
Chibi-Robo! Park Patrol	DS	2007	Adventure	Unknown	0	0	190000	0	7.8	14	7.5	13	Skip Ltd.	E
Jurassic: The Hunted	PS3	2009	Shooter	Activision	170000	0	0	20000	NA	NA	4.5	4	Activision	T
Farmtopia	DS	2010	Simulation	505 Games	180000	0	0	10000	NA	NA	NA	NA	505 Games	E
DanceDanceRevolution	PS3	2010	Simulation	Konami Digital Entertainment	120000	50000	0	20000	6	5	NA	NA	Konami	E10+
Tom Clancy's Splinter Cell: Blacklist	PC	2013	Action	Ubisoft	40000	130000	0	10000	8.2	13	7.4	754	Ubisoft Toronto	M
"Ni Hao, Kai-lan: Super Game Day"	Weii	2009	Misc	Take-Two Interactive	170000	0	0	10000	NA	NA	8.5	4	Take-Two Interactive	E
One Piece: Unlimited Adventure	Weii	2007	Adventure	Namco Bandai Games	70000	0	110000	10000	6.7	17	8.5	32	Ganbarion	T
Shaun White Skateboarding	PS3	2010	Sports	Ubisoft	110000	50000	0	30000	6.1	26	6.5	8	Ubisoft Montreal	T
Reel Fishing Paradise 3D	3DS	2011	Sports	Marvelous Interactive	120000	0	60000	10000	5.7	5	NA	NA	Natsume	E
Conflict: Denied Ops	PS3	2008	Shooter	Eidos Interactive	50000	100000	0	30000	5.1	28	3.1	25	Pivotal Games	M
Binary Domain	X360	2012	Action	Sega	90000	60000	20000	20000	7.4	43	8	185	Sega	M
IL-2 Sturmovik: Birds of Prey	PSP	2009	Simulation	505 Games	80000	70000	0	40000	NA	NA	3	7	SME Dynamic Systems Limited	T
The Scorpion King: Sword of Osiris	GBA	2002	Action	Vivendi Games	130000	50000	0	0	7.2	14	NA	NA	WayForward	E
Jeep Thrills	Weii	2008	Racing	Zoo Digital Publishing	170000	0	0	10000	NA	NA	5.7	9	Game Sauce	E
Ice Age: Dawn of the Dinosaurs	PS3	2009	Action	Activision	130000	30000	0	20000	6.7	23	7.3	7	Activision	E10+
NCAA Final Four 2001	PS2	2000	Sports	Sony Computer Entertainment	90000	70000	0	20000	4.9	10	NA	NA	989 Sports	E
Robin Hood: Defender of the Crown	PS2	2003	Strategy	Capcom	90000	70000	0	20000	5.9	18	5.6	5	Cinemaware	T
Barbie Horse Adventures: Riding Camp	Weii	2008	Sports	Activision	170000	0	0	10000	NA	NA	NA	NA	Activision	E
Bolt	PS3	2008	Adventure	Disney Interactive Studios	120000	40000	0	20000	5.9	11	6.8	6	Avalanche Software	E10+
Pro Evolution Soccer 2014	3DS	2013	Action	Konami Digital Entertainment	0	0	190000	0	NA	NA	NA	NA	Konami	E
Sega GT 2002	XB	2002	Racing	Sega	120000	30000	30000	10000	8.2	24	8.2	24	Wow Entertainment	E
F1 2011	PC	2011	Racing	Codemasters	0	150000	0	40000	8.3	10	7.2	83	Codemasters	E
Ty the Tasmanian Tiger 3: Night of the Quinkan	PS2	2005	Action	Activision	90000	70000	0	20000	6.8	13	8.1	15	Krome Studios	E10+
Family Feud: 2012 Edition	Weii	2011	Misc	Ubisoft	170000	0	0	10000	NA	NA	NA	NA	"Ubisoft, Ludia Inc."	E10+
Samurai Warriors 2: Empires	PS2	2006	Action	Tecmo Koei	0	0	190000	0	5.5	20	7.3	7	Omega Force	T
Blood Omen 2	XB	2002	Action	Eidos Interactive	140000	40000	0	10000	7.6	22	9	9	Crystal Dynamics	M
Earth Defense Force: Insect Armageddon	X360	2011	Shooter	D3Publisher	100000	40000	30000	10000	6.8	40	8.2	45	Vicious Cycle	T
Major League Baseball 2K10	PS3	2010	Sports	Take-Two Interactive	170000	0	0	10000	7.4	19	5.3	4	Visual Concepts	E
Saints Row IV	PC	2013	Action	Deep Silver	110000	60000	0	20000	8.6	45	7.4	1543	Volition Inc.	M
Harry Potter: Quidditch World Cup	XB	2003	Sports	Electronic Arts	140000	40000	0	10000	6.9	14	7.5	4	Electronic Arts	E
Dance Central: Spotlight	XOne	2014	Misc	Microsoft Game Studios	150000	30000	0	0	7.4	19	7	47	Harmonix Music Systems	T
Warriors: Legends of Troy	PS3	2011	Action	Tecmo Koei	60000	40000	70000	20000	4.4	22	7	24	Tecmo Koei Canada	M
La Pucelle: Tactics	PS2	2002	Role-Playing	Tecmo Koei	90000	70000	0	20000	7.9	47	8.5	15	Nippon Ichi Software	T
NBA Ballers: Chosen One	X360	2008	Sports	Midway Games	170000	0	0	10000	5.5	42	4.2	15	Midway	E
Tiger Woods PGA Tour 07	XB	2006	Sports	Electronic Arts	130000	50000	0	10000	8.1	21	6.8	6	EA Redwood Shores	E
Disney's Meet the Robinsons	Weii	2007	Action	Disney Interactive Studios	170000	0	0	10000	6.2	11	6.3	4	Buena Vista Games	E10+
Sword Art Online: Hollow Realization	PS4	2016	Role-Playing	Namco Bandai Games	60000	20000	100000	20000	6.9	32	7.7	52	Bandai Namco Games	T
The Lord of the Rings: War in the North	PC	2011	Action	Warner Bros. Interactive Entertainment	50000	110000	0	30000	6.6	21	7.1	289	Snowblind Studios	M
The Bee Game	DS	2007	Adventure	Midway Games	170000	0	0	10000	NA	NA	NA	NA	Independent Arts	E
Rango: The Video Game	PS3	2011	Action	Electronic Arts	70000	90000	0	30000	6.5	23	6.4	7	Behaviour Interactive	E10+
Fairy Fencer F	PS3	2013	Role-Playing	Nippon Ichi Software	50000	30000	90000	20000	6.5	31	7.4	50	Compile Heart	T
Shadows of the Damned	X360	2011	Action	Electronic Arts	100000	60000	10000	20000	7.6	76	8.4	139	Grasshopper Manufacture	M
Phantasy Star Online Ver. 2	DC	2001	Role-Playing	Sega	0	0	190000	0	8	10	8.9	18	Sonic Team	T
Cabela's Survival: Shadows of Katmai	PS3	2011	Sports	Activision	110000	50000	0	20000	NA	NA	7.4	5	Activision	T
Hot Wheels: Battle Force 5	Weii	2009	Racing	Activision	170000	0	0	10000	NA	NA	NA	NA	Sidhe Interactive	E10+
Go Play: Lumberjacks	Weii	2009	Simulation	Majesco Entertainment	170000	0	0	10000	NA	NA	NA	NA	Panic Button	E
Fight Club	PS2	2004	Fighting	Vivendi Games	90000	70000	0	20000	3.6	28	4.4	22	Genuine Games	M
Samurai Warriors: State of War	PSP	2005	Action	Tecmo Koei	70000	0	110000	10000	6.4	30	6.4	8	Omega Force	T
Cabela's Survival: Shadows of Katmai	X360	2011	Sports	Activision	140000	30000	0	10000	NA	NA	3.5	6	Activision	T
Dragon Blade: Wrath of Fire	Weii	2007	Action	D3Publisher	170000	0	0	10000	5.1	19	7.5	17	D3Publisher	T
Dance Dance Revolution: Disney Grooves	Weii	2009	Simulation	Konami Digital Entertainment	170000	0	0	10000	NA	NA	NA	NA	Konami	E
Camping Mama: Outdoor Adventures	DS	2011	Simulation	505 Games	120000	50000	0	20000	5.1	5	NA	NA	Racjin	E
Harvest Moon: A Wonderful Life Special Edition	PS2	2004	Simulation	505 Games	90000	70000	0	20000	NA	NA	8.9	54	Marvelous	E
The Munchables	Weii	2009	Action	Namco Bandai Games	170000	0	0	10000	7.1	33	8.2	5	Now Production	E
The Smurfs 2	DS	2013	Platform	Ubisoft	0	170000	0	10000	NA	NA	NA	NA	WayForward	E
Close Combat: First to Fight	XB	2005	Shooter	Take-Two Interactive	140000	40000	0	10000	6.9	46	7.8	10	Destineer	T
Indiana Jones and the Emperor's Tomb	XB	2003	Action	LucasArts	140000	40000	0	10000	7.3	43	8.6	17	Double Helix Games	T
Buffy the Vampire Slayer: Chaos Bleeds	PS2	2003	Action	Vivendi Games	90000	70000	0	20000	7.2	27	8.9	47	Eurocom Entertainment Software	T
Battle of Giants: Dinosaurs Strike	Weii	2010	Strategy	Ubisoft	140000	30000	0	10000	NA	NA	NA	NA	Ubisoft Quebec	E10+
Ty the Tasmanian Tiger	XB	2002	Platform	Electronic Arts	140000	40000	0	10000	6.8	13	8.5	11	Krome Studios	E
Imagine: Babyz Fashion	DS	2009	Simulation	Ubisoft	170000	0	0	10000	NA	NA	NA	NA	Ubisoft	E
Driving Emotion Type-S	PS2	2000	Racing	Electronic Arts	40000	30000	110000	10000	5.5	18	NA	NA	Escape	E
Heavy Fire: Afghanistan	PS3	2011	Shooter	Unknown	170000	0	0	20000	3.9	5	3.3	16	Teyon	T
Siren	PS2	2003	Adventure	Sony Computer Entertainment	90000	70000	0	20000	7.2	48	7.8	41	SCE Japan Studio	M
NARC	XB	2005	Shooter	Midway Games	140000	40000	0	10000	5.1	27	2.8	6	Point of View	M
Driver: San Francisco	PC	2011	Racing	Ubisoft	50000	100000	0	30000	8	11	7	332	Ubisoft Reflections	T
Just Dance 2017	Weii	2016	Misc	Ubisoft	60000	110000	0	10000	NA	NA	NA	NA	Ubisoft Paris	E10+
NASCAR Unleashed	Weii	2011	Racing	Activision	170000	0	0	10000	NA	NA	NA	NA	Firebrand Games	E
Shape Up	XOne	2014	Misc	Ubisoft	80000	90000	0	10000	5.8	6	8.3	28	Ubisoft Montreal	E
Happy Cooking	DS	2006	Simulation	Ubisoft	170000	0	0	10000	NA	NA	NA	NA	Ubisoft	E
Cars: Race-O-Rama	PS3	2009	Racing	THQ	140000	30000	0	20000	6.1	5	NA	NA	Incinerator Games	E
Jurassic Park III: Island Attack	GBA	2001	Adventure	Konami Digital Entertainment	130000	50000	0	0	5.7	6	NA	NA	Konami	E
Amplitude	PS2	2003	Misc	Sony Computer Entertainment	90000	70000	0	20000	8.6	35	8.8	26	Harmonix Music Systems	T
Disgaea DS	DS	2008	Role-Playing	Square Enix	110000	10000	50000	10000	8.2	32	7.5	35	Nippon Ichi Software	T
Gauntlet: Seven Sorrows	XB	2005	Role-Playing	Midway Games	140000	40000	0	10000	6.1	36	7.8	4	Midway	T
AirForce Delta Storm	XB	2001	Shooter	Konami Digital Entertainment	140000	40000	0	10000	6.1	21	7.1	7	KCE Studios	E
Metal Gear Solid V: The Phantom Pain	X360	2015	Action	Konami Digital Entertainment	120000	40000	0	20000	NA	NA	7.2	159	"Kojima Productions, Moby Dick Studio"	M
Fear Effect 2: Retro Helix	PS	2001	Action	Eidos Interactive	100000	70000	0	10000	8.4	15	8.9	17	Kronos Digital Entertainment	M
Chaotic: Shadow Warriors	DS	2009	Action	Activision	170000	0	0	10000	NA	NA	NA	NA	FUN Labs	E10+
Atelier Shallie: Alchemists of the Dusk Sea	PS3	2014	Role-Playing	Tecmo Koei	60000	20000	80000	20000	7.6	26	7.7	44	Gust	E10+
Call of War: World at War	PC	2008	Shooter	Activision	20000	140000	0	30000	8.3	36	7.5	721	Treyarch	M
CSI: Fatal Conspiracy	PS3	2010	Adventure	Ubisoft	110000	50000	0	20000	3.9	5	5.6	13	Telltale Games	M
Atari Anniversary Advance	GBA	2002	Misc	Atari	130000	50000	0	0	7.5	7	NA	NA	Digital Eclipse	E
X-Men Origins: Wolverine	PS2	2009	Action	Activision	130000	0	0	50000	NA	NA	6.8	16	Amaze Entertainment	T
Syndicate	X360	2012	Shooter	Electronic Arts	100000	60000	0	20000	7.4	65	7.1	174	Starbreeze	M
Zumba Fitness Rush	X360	2012	Sports	505 Games	0	160000	0	20000	7.3	7	6.2	5	"Majesco Games, Majesco"	E10+
Call of Juarez	X360	2007	Shooter	Ubisoft	140000	20000	0	10000	7.1	37	6.9	46	Techland	M
Ghostbusters: The Video Game	PSP	2009	Action	Atari	160000	10000	0	20000	5.4	13	4.7	13	Red Fly Studio	E10+
Bloody Roar: Primal Fury	GC	2002	Fighting	Activision	140000	40000	0	0	7.5	27	8.5	20	Eighting/Raizing	T
MotoGP	Weii	2009	Racing	Capcom	50000	110000	0	20000	4.4	10	5.4	11	Milestone S.r.l	E
Saint Seiya: Soldiers' Soul	PS4	2015	Fighting	Namco Bandai Games	0	120000	40000	20000	5.9	30	7.8	45	Dimps Corporation	T
Brunswick Pro Bowling	PS3	2010	Sports	505 Games	100000	50000	0	20000	4.7	6	NA	NA	Farsight Studios	E
LEGO Harry Potter: Years 5-7	PSV	2012	Action	Warner Bros. Interactive Entertainment	70000	70000	0	30000	6.4	19	6.8	21	Traveller's Tales	E10+
Corpse Party: Blood Drive	PSV	2014	Adventure	Marvelous Interactive	80000	10000	60000	30000	6	19	7.4	58	5pb	M
The Last Airbender	DS	2010	Action	THQ	130000	40000	0	10000	6.9	6	7	4	THQ	E10+
UFC Personal Trainer: The Ultimate Fitness System	Weii	2011	Sports	THQ	110000	60000	0	20000	5.4	5	NA	NA	THQ	E
